"","Exp3_A_Sample_1","Exp3_A_Sample_2","Exp3_B_Sample_1","Exp3_B_Sample_2","Exp3_C_Sample_1","Exp3_C_Sample_2"
"ENSG00000000627",18,6,10,7,14,7
"ENSG00000000628",0,1,0,1,0,0
"ENSG00000000629",0,0,0,0,0,0
"ENSG00000000630",23,12,18,2,12,15
"ENSG00000000631",62,39,73,66,55,21
"ENSG00000000632",17,51,41,68,76,77
"ENSG00000000633",15,14,5,13,15,7
"ENSG00000000634",0,0,0,0,0,0
"ENSG00000000635",0,1,0,0,0,2
"ENSG00000000636",4,10,7,9,3,1
"ENSG00000000637",0,0,0,0,0,2
"ENSG00000000638",0,0,0,0,0,0
"ENSG00000000639",2,3,3,2,4,4
"ENSG00000000640",10,2,9,4,12,17
"ENSG00000000641",0,1,0,2,1,0
"ENSG00000000642",15,7,8,4,9,18
"ENSG00000000643",0,2,1,1,1,1
"ENSG00000000644",1,0,1,0,1,1
"ENSG00000000645",0,2,1,0,0,2
"ENSG00000000646",0,0,0,1,2,0
"ENSG00000000647",0,0,0,0,0,0
"ENSG00000000648",0,0,0,0,0,0
"ENSG00000000649",76,30,66,11,19,48
"ENSG00000000650",0,1,1,1,1,0
"ENSG00000000651",198,127,106,85,180,60
"ENSG00000000652",16,9,7,14,16,12
"ENSG00000000653",1,3,1,1,3,2
"ENSG00000000654",60,63,36,25,22,17
"ENSG00000000655",531,95,117,268,175,208
"ENSG00000000656",0,1,0,4,1,2
"ENSG00000000657",10,11,2,3,5,8
"ENSG00000000658",19,2,8,3,16,6
"ENSG00000000659",2,0,0,2,2,3
"ENSG00000000660",82,79,85,41,57,72
"ENSG00000000661",0,0,0,0,0,0
"ENSG00000000662",0,1,1,0,0,0
"ENSG00000000663",1,0,1,1,0,0
"ENSG00000000664",80,90,79,70,76,48
"ENSG00000000665",263,932,455,485,307,258
"ENSG00000000666",2,0,1,2,1,1
"ENSG00000000667",0,0,2,1,0,0
"ENSG00000000668",2,0,1,1,0,0
"ENSG00000000669",3,0,0,3,0,2
"ENSG00000000670",19,30,13,17,11,21
"ENSG00000000671",87,89,44,81,94,83
"ENSG00000000672",27,46,61,24,81,85
"ENSG00000000673",4,18,22,9,3,9
"ENSG00000000674",1,2,3,0,3,1
"ENSG00000000675",130,107,22,62,113,58
"ENSG00000000676",1,2,1,3,5,0
"ENSG00000000677",0,0,1,1,1,3
"ENSG00000000678",40,86,111,14,72,76
"ENSG00000000679",0,1,1,3,1,1
"ENSG00000000680",0,0,0,0,0,1
"ENSG00000000681",31,22,14,20,16,2
"ENSG00000000682",3,1,0,0,1,0
"ENSG00000000683",242,256,182,150,366,307
"ENSG00000000684",1,5,11,1,4,4
"ENSG00000000685",246,204,160,122,274,116
"ENSG00000000686",5,12,4,11,11,4
"ENSG00000000687",3,10,10,9,7,8
"ENSG00000000688",28,12,11,8,12,28
"ENSG00000000689",12,10,8,8,10,11
"ENSG00000000690",16,14,7,2,1,4
"ENSG00000000691",0,2,1,3,0,5
"ENSG00000000692",0,0,0,0,0,0
"ENSG00000000693",33,104,58,105,84,70
"ENSG00000000694",4,0,1,3,2,5
"ENSG00000000695",0,1,2,0,3,1
"ENSG00000000696",0,0,0,1,1,1
"ENSG00000000697",12,1,2,2,2,4
"ENSG00000000698",0,0,0,1,1,1
"ENSG00000000699",11,9,13,10,22,5
"ENSG00000000700",17,18,30,23,22,34
"ENSG00000000701",0,0,2,1,0,0
"ENSG00000000702",35,21,30,56,64,67
"ENSG00000000703",5,6,4,4,4,1
"ENSG00000000704",0,0,0,0,0,0
"ENSG00000000705",0,0,0,0,0,0
"ENSG00000000706",5,9,2,5,8,4
"ENSG00000000707",0,0,0,0,0,0
"ENSG00000000708",0,0,0,0,0,0
"ENSG00000000709",64,74,47,61,25,68
"ENSG00000000710",3,11,7,19,13,16
"ENSG00000000711",9,7,1,12,11,9
"ENSG00000000712",1,0,1,1,0,1
"ENSG00000000713",6,35,9,23,18,17
"ENSG00000000714",8,6,7,7,3,3
"ENSG00000000715",187,77,70,39,75,51
"ENSG00000000716",0,0,0,0,0,2
"ENSG00000000717",328,383,239,406,425,359
"ENSG00000000718",10,2,9,8,5,11
"ENSG00000000719",10,2,9,4,2,2
"ENSG00000000720",3,1,3,2,1,4
"ENSG00000000721",34,19,39,67,52,23
"ENSG00000000722",390,216,130,285,309,448
"ENSG00000000723",0,0,1,1,1,0
"ENSG00000000724",25,21,19,23,16,32
"ENSG00000000725",41,22,29,19,43,42
"ENSG00000000726",572,463,250,264,100,218
"ENSG00000000727",159,40,116,38,30,155
"ENSG00000000728",1,2,4,3,6,0
"ENSG00000000729",6,4,5,1,1,7
"ENSG00000000730",4,5,6,3,3,6
"ENSG00000000731",22,10,32,33,33,21
"ENSG00000000732",28,13,16,16,52,5
"ENSG00000000733",0,2,2,0,0,1
"ENSG00000000734",0,1,3,0,0,2
"ENSG00000000735",6,11,9,15,10,5
"ENSG00000000736",1,0,0,0,2,2
"ENSG00000000737",20,10,11,16,9,16
"ENSG00000000738",9,7,3,6,8,7
"ENSG00000000739",286,223,158,173,91,41
"ENSG00000000740",30,23,12,12,16,25
"ENSG00000000741",0,0,0,0,0,0
"ENSG00000000742",0,0,1,1,0,0
"ENSG00000000743",2,5,0,0,0,2
"ENSG00000000744",1,0,1,0,0,0
"ENSG00000000745",0,1,0,2,0,0
"ENSG00000000746",0,0,0,0,0,0
"ENSG00000000747",12,6,1,5,9,4
"ENSG00000000748",24,11,9,11,4,4
"ENSG00000000749",33,38,21,9,47,50
"ENSG00000000750",0,0,0,0,0,0
"ENSG00000000751",0,0,0,2,1,1
"ENSG00000000752",0,0,0,0,0,1
"ENSG00000000753",18,1,4,5,7,4
"ENSG00000000754",88,24,11,32,15,47
"ENSG00000000755",0,0,0,0,0,0
"ENSG00000000756",21,21,30,14,47,29
"ENSG00000000757",66,42,20,39,44,54
"ENSG00000000758",179,259,267,165,287,267
"ENSG00000000759",24,49,13,12,20,24
"ENSG00000000760",0,0,0,0,0,0
"ENSG00000000761",91,93,41,41,65,57
"ENSG00000000762",14,16,24,28,21,32
"ENSG00000000763",10,27,10,28,5,7
"ENSG00000000764",22,9,17,23,27,28
"ENSG00000000765",75,147,51,91,104,115
"ENSG00000000766",0,1,1,1,1,1
"ENSG00000000767",16,6,4,6,2,2
"ENSG00000000768",7,5,1,2,1,4
"ENSG00000000769",0,6,2,1,1,3
"ENSG00000000770",36,18,24,18,47,11
"ENSG00000000771",1,1,1,1,1,2
"ENSG00000000772",1,1,0,2,0,1
"ENSG00000000773",10,16,5,12,10,7
"ENSG00000000774",7,2,1,1,4,4
"ENSG00000000775",55,115,57,113,199,181
"ENSG00000000776",17,7,16,12,9,9
"ENSG00000000777",1,0,1,0,1,0
"ENSG00000000778",51,83,55,36,23,22
"ENSG00000000779",1,0,0,1,0,2
"ENSG00000000780",0,0,1,1,0,0
"ENSG00000000781",9,9,10,24,9,6
"ENSG00000000782",107,110,62,101,23,81
"ENSG00000000783",0,1,0,0,0,1
"ENSG00000000784",0,4,1,2,0,1
"ENSG00000000785",89,69,58,108,40,79
"ENSG00000000786",0,1,1,0,0,0
"ENSG00000000787",14,5,6,1,5,3
"ENSG00000000788",29,41,22,17,12,18
"ENSG00000000789",1,1,0,0,0,0
"ENSG00000000790",1,0,0,0,1,0
"ENSG00000000791",9,69,30,51,54,52
"ENSG00000000792",31,30,14,18,13,19
"ENSG00000000793",1,0,0,1,1,2
"ENSG00000000794",26,39,16,9,10,15
"ENSG00000000795",30,11,21,4,17,20
"ENSG00000000796",4,2,2,4,5,1
"ENSG00000000797",0,1,0,0,0,0
"ENSG00000000798",4,3,1,1,3,1
"ENSG00000000799",0,1,1,1,0,2
"ENSG00000000800",2,0,0,3,3,4
"ENSG00000000801",34,53,47,118,57,86
"ENSG00000000802",0,0,1,0,0,0
"ENSG00000000803",55,19,18,45,45,40
"ENSG00000000804",0,1,1,1,0,0
"ENSG00000000805",0,2,1,2,0,1
"ENSG00000000806",8,11,5,3,3,11
"ENSG00000000807",14,5,2,6,5,3
"ENSG00000000808",80,46,49,48,28,83
"ENSG00000000809",2,0,0,0,0,1
"ENSG00000000810",33,71,34,28,6,86
"ENSG00000000811",2,3,0,1,1,3
"ENSG00000000812",1,1,0,0,0,0
"ENSG00000000813",158,133,142,75,122,155
"ENSG00000000814",20,6,21,15,19,16
"ENSG00000000815",0,0,0,0,0,0
"ENSG00000000816",5,7,1,3,3,1
"ENSG00000000817",25,4,7,30,16,6
"ENSG00000000818",0,0,0,0,0,0
"ENSG00000000819",0,3,2,0,2,0
"ENSG00000000820",16421,13606,14782,15848,17207,10030
"ENSG00000000821",0,0,0,0,1,0
"ENSG00000000822",0,0,0,0,0,0
"ENSG00000000823",5,8,13,1,8,8
"ENSG00000000824",5,3,5,3,12,6
"ENSG00000000825",12,6,7,12,13,7
"ENSG00000000826",273,83,39,64,80,78
"ENSG00000000827",1,0,0,0,0,1
"ENSG00000000828",1,0,0,0,0,0
"ENSG00000000829",20,19,12,37,12,9
"ENSG00000000830",0,0,1,1,0,0
"ENSG00000000831",1,1,0,0,1,1
"ENSG00000000832",0,0,0,0,1,1
"ENSG00000000833",13,26,5,27,11,14
"ENSG00000000834",150,163,48,47,46,119
"ENSG00000000835",0,0,0,0,1,1
"ENSG00000000836",6,0,4,3,3,2
"ENSG00000000837",1,0,0,0,2,0
"ENSG00000000838",2,1,0,0,1,0
"ENSG00000000839",161,143,51,202,142,216
"ENSG00000000840",5,1,2,0,2,3
"ENSG00000000841",105,56,76,75,66,51
"ENSG00000000842",8,4,3,12,3,6
"ENSG00000000843",6,0,4,2,0,1
"ENSG00000000844",9,25,14,7,15,3
"ENSG00000000845",0,0,0,0,0,0
"ENSG00000000846",2,1,3,1,0,0
"ENSG00000000847",4,8,3,2,6,9
"ENSG00000000848",0,2,2,3,3,5
"ENSG00000000849",100,48,92,124,95,129
"ENSG00000000850",93,113,43,59,29,83
"ENSG00000000851",3,1,0,1,0,4
"ENSG00000000852",0,0,0,0,0,0
"ENSG00000000853",0,3,0,0,0,1
"ENSG00000000854",2,3,0,3,1,2
"ENSG00000000855",87,68,26,16,21,16
"ENSG00000000856",0,1,0,0,1,2
"ENSG00000000857",292,144,135,52,64,78
"ENSG00000000858",2,11,12,21,11,8
"ENSG00000000859",142,223,182,117,288,120
"ENSG00000000860",1,0,0,0,0,0
"ENSG00000000861",28,42,19,29,32,14
"ENSG00000000862",1,0,0,0,2,0
"ENSG00000000863",0,0,1,1,0,0
"ENSG00000000864",1,0,2,1,2,0
"ENSG00000000865",25,25,13,37,21,15
"ENSG00000000866",24,7,23,6,5,31
"ENSG00000000867",352,170,581,193,464,326
"ENSG00000000868",1,0,0,1,1,0
"ENSG00000000869",10,7,2,7,9,15
"ENSG00000000870",1,1,1,0,0,1
"ENSG00000000871",29,10,46,23,30,18
"ENSG00000000872",4,4,5,5,8,5
"ENSG00000000873",1,1,1,0,1,2
"ENSG00000000874",38,22,6,16,16,11
"ENSG00000000875",8,15,6,33,28,31
"ENSG00000000876",3,6,1,1,2,1
"ENSG00000000877",0,5,2,3,3,0
"ENSG00000000878",0,0,0,2,1,0
"ENSG00000000879",124,180,82,113,96,67
"ENSG00000000880",4,4,2,3,3,1
"ENSG00000000881",5,2,3,3,5,1
"ENSG00000000882",0,2,1,0,2,2
"ENSG00000000883",890,757,563,1405,1393,879
"ENSG00000000884",3,3,1,2,6,2
"ENSG00000000885",0,1,1,2,0,1
"ENSG00000000886",0,0,3,1,1,0
"ENSG00000000887",1,0,0,0,2,0
"ENSG00000000888",46,16,48,28,14,20
"ENSG00000000889",25,24,17,17,19,17
"ENSG00000000890",0,0,0,0,0,2
"ENSG00000000891",0,0,0,0,0,0
"ENSG00000000892",2,1,1,0,2,0
"ENSG00000000893",0,1,0,1,0,1
"ENSG00000000894",86,43,78,45,42,64
"ENSG00000000895",0,0,0,0,0,0
"ENSG00000000896",26,26,33,20,77,18
"ENSG00000000897",314,396,135,183,104,116
"ENSG00000000898",0,0,0,0,3,1
"ENSG00000000899",3,1,2,1,1,1
"ENSG00000000900",0,2,0,0,0,1
"ENSG00000000901",196,96,123,44,115,114
"ENSG00000000902",11,26,18,8,7,2
"ENSG00000000903",24,12,11,28,17,34
"ENSG00000000904",6,8,10,13,10,8
"ENSG00000000905",0,0,0,0,0,0
"ENSG00000000906",0,0,0,0,0,0
"ENSG00000000907",24,25,7,12,22,17
"ENSG00000000908",34,51,11,44,17,19
"ENSG00000000909",16,22,22,52,32,11
"ENSG00000000910",3,2,0,0,0,1
"ENSG00000000911",43,60,22,25,17,15
"ENSG00000000912",23,44,22,43,9,14
"ENSG00000000913",295,257,248,202,312,97
"ENSG00000000914",56,64,42,49,86,41
"ENSG00000000915",0,0,1,0,0,0
"ENSG00000000916",2,4,0,1,1,3
"ENSG00000000917",14,20,19,9,14,10
"ENSG00000000918",0,0,0,0,1,1
"ENSG00000000919",25,37,33,12,23,12
"ENSG00000000920",5,9,6,4,2,3
"ENSG00000000921",262,513,394,291,152,213
"ENSG00000000922",11,10,2,4,4,6
"ENSG00000000923",1,1,1,0,3,1
"ENSG00000000924",45,29,27,78,61,14
"ENSG00000000925",45,26,121,68,35,133
"ENSG00000000926",174,154,38,63,149,88
"ENSG00000000927",1,7,2,3,2,1
"ENSG00000000928",11,15,12,19,12,14
"ENSG00000000929",1,5,1,1,1,1
"ENSG00000000930",114,169,44,65,100,160
"ENSG00000000931",25,70,12,38,22,18
"ENSG00000000932",0,0,0,0,0,0
"ENSG00000000933",96,63,69,75,30,58
"ENSG00000000934",8,1,5,1,4,2
"ENSG00000000935",0,1,0,0,1,1
"ENSG00000000936",0,2,0,2,1,0
"ENSG00000000937",31,10,40,84,10,58
"ENSG00000000938",187,350,116,144,169,74
"ENSG00000000939",6,4,9,1,2,1
"ENSG00000000940",0,0,0,0,0,0
"ENSG00000000941",0,3,1,2,1,2
"ENSG00000000942",1,0,0,0,0,0
"ENSG00000000943",114,216,129,223,62,103
"ENSG00000000944",16,9,18,20,6,23
"ENSG00000000945",2,4,2,5,0,3
"ENSG00000000946",168,118,95,38,21,40
"ENSG00000000947",0,1,0,0,0,0
"ENSG00000000948",0,0,2,0,1,1
"ENSG00000000949",0,2,1,0,0,0
"ENSG00000000950",1,1,0,3,0,0
"ENSG00000000951",413,548,255,274,164,226
"ENSG00000000952",916,504,249,458,434,564
"ENSG00000000953",2,1,2,0,1,0
"ENSG00000000954",1,0,1,0,1,6
"ENSG00000000955",4,0,2,2,6,0
"ENSG00000000956",0,0,1,1,0,0
"ENSG00000000957",159,61,95,24,110,54
"ENSG00000000958",248,138,190,139,261,158
"ENSG00000000959",348,394,213,252,134,108
"ENSG00000000960",0,1,1,0,1,0
"ENSG00000000961",0,0,0,0,0,1
"ENSG00000000962",0,0,0,0,0,0
"ENSG00000000963",0,0,0,0,0,0
"ENSG00000000964",10,11,3,6,11,3
"ENSG00000000965",30,32,23,63,42,62
"ENSG00000000966",0,0,0,0,0,0
"ENSG00000000967",602,569,611,755,547,156
"ENSG00000000968",2,1,0,0,1,0
"ENSG00000000969",2,3,3,5,5,3
"ENSG00000000970",275,284,319,485,56,305
"ENSG00000000971",0,0,0,1,0,1
"ENSG00000000972",3,0,0,0,0,0
"ENSG00000000973",29,100,88,45,71,99
"ENSG00000000974",3,0,0,3,0,0
"ENSG00000000975",1692,2526,617,476,662,777
"ENSG00000000976",0,0,0,1,0,0
"ENSG00000000977",74,50,70,85,80,99
"ENSG00000000978",102,47,55,51,142,45
"ENSG00000000979",16,28,13,11,14,25
"ENSG00000000980",0,0,0,2,1,0
"ENSG00000000981",182,203,158,128,66,105
"ENSG00000000982",5,7,8,1,14,8
"ENSG00000000983",228,245,93,111,376,92
"ENSG00000000984",1,1,2,0,0,1
"ENSG00000000985",2,1,0,0,2,1
"ENSG00000000986",393,308,120,190,169,265
"ENSG00000000987",46,19,13,46,50,49
"ENSG00000000988",17761,31952,17257,38287,8518,18335
"ENSG00000000989",154,138,66,128,199,13
"ENSG00000000990",192,147,50,356,87,96
"ENSG00000000991",0,0,1,0,0,1
"ENSG00000000992",1,4,0,2,13,6
"ENSG00000000993",0,0,0,3,1,0
"ENSG00000000994",1,1,0,2,0,0
"ENSG00000000995",168,94,172,198,183,125
"ENSG00000000996",73,64,49,12,23,59
"ENSG00000000997",0,0,0,0,0,0
"ENSG00000000998",440,909,166,703,509,804
"ENSG00000000999",2,1,0,2,1,4
"ENSG00000001000",22,13,2,3,10,2
"ENSG00000001001",0,0,1,0,0,0
"ENSG00000001002",142,62,35,62,17,53
"ENSG00000001003",115,93,79,175,79,112
"ENSG00000001004",43,33,22,26,29,28
"ENSG00000001005",0,2,1,0,1,0
"ENSG00000001006",9,9,1,3,4,7
"ENSG00000001007",25,27,10,13,16,9
"ENSG00000001008",0,0,0,0,0,0
"ENSG00000001009",2,1,3,2,3,4
"ENSG00000001010",39,160,63,63,52,110
"ENSG00000001011",31,22,10,16,12,11
"ENSG00000001012",0,1,1,0,1,0
"ENSG00000001013",155,69,78,54,61,104
"ENSG00000001014",1,0,0,1,1,0
"ENSG00000001015",73,58,25,82,15,41
"ENSG00000001016",2,1,3,0,1,0
"ENSG00000001017",4,5,0,1,3,0
"ENSG00000001018",0,0,0,0,0,0
"ENSG00000001019",16,18,5,13,23,7
"ENSG00000001020",0,1,0,4,0,2
"ENSG00000001021",371,392,298,559,449,363
"ENSG00000001022",19,20,23,36,16,38
"ENSG00000001023",254,439,331,281,248,258
"ENSG00000001024",794,1416,805,1405,630,1061
"ENSG00000001025",0,1,1,0,0,2
"ENSG00000001026",40,29,50,28,29,48
"ENSG00000001027",1,3,3,3,1,2
"ENSG00000001028",108,45,71,144,74,57
"ENSG00000001029",0,0,3,0,0,3
"ENSG00000001030",0,0,1,0,1,0
"ENSG00000001031",39,23,25,20,31,21
"ENSG00000001032",28,29,12,5,15,12
"ENSG00000001033",47,27,48,16,36,35
"ENSG00000001034",2,1,0,0,0,1
"ENSG00000001035",11,1,4,1,9,8
"ENSG00000001036",1,1,0,0,0,0
"ENSG00000001037",550,336,524,330,290,365
"ENSG00000001038",42,24,14,14,26,29
"ENSG00000001039",2,0,0,3,2,0
"ENSG00000001040",4,0,2,2,1,5
"ENSG00000001041",0,0,0,0,0,0
"ENSG00000001042",3,3,3,2,2,2
"ENSG00000001043",0,0,0,0,0,0
"ENSG00000001044",0,0,0,0,0,0
"ENSG00000001045",1,1,0,1,2,1
"ENSG00000001046",38,147,37,31,55,20
"ENSG00000001047",9,10,7,8,2,6
"ENSG00000001048",4,2,2,6,4,6
"ENSG00000001049",9,2,2,5,3,0
"ENSG00000001050",1,0,0,2,1,0
"ENSG00000001051",22,15,23,58,14,53
"ENSG00000001052",53,37,26,31,42,46
"ENSG00000001053",29,6,15,10,7,20
"ENSG00000001054",0,1,0,0,1,0
"ENSG00000001055",18,31,64,40,16,23
"ENSG00000001056",0,0,0,1,1,0
"ENSG00000001057",37,28,18,77,50,52
"ENSG00000001058",684,231,376,388,663,257
"ENSG00000001059",3,1,2,2,1,2
"ENSG00000001060",1,0,0,0,1,1
"ENSG00000001061",25,14,4,14,5,7
"ENSG00000001062",15,22,11,8,9,11
"ENSG00000001063",47,29,37,26,24,13
"ENSG00000001064",9,8,2,16,10,11
"ENSG00000001065",0,0,0,0,1,0
"ENSG00000001066",24,16,6,7,3,17
"ENSG00000001067",20,9,15,34,36,30
"ENSG00000001068",0,2,1,1,0,2
"ENSG00000001069",117,40,95,65,40,40
"ENSG00000001070",8,3,3,3,2,8
"ENSG00000001071",415,337,194,230,204,65
"ENSG00000001072",37,54,19,42,46,18
"ENSG00000001073",0,0,0,0,0,0
"ENSG00000001074",42,31,51,15,53,7
"ENSG00000001075",0,0,1,3,0,0
"ENSG00000001076",0,0,0,0,1,1
"ENSG00000001077",14,16,16,9,7,19
"ENSG00000001078",1,0,1,1,2,0
"ENSG00000001079",3,1,1,0,0,2
"ENSG00000001080",6,1,3,12,2,1
"ENSG00000001081",0,0,0,0,0,0
"ENSG00000001082",0,1,1,0,1,1
"ENSG00000001083",12,8,3,9,13,6
"ENSG00000001084",1,5,5,5,11,2
"ENSG00000001085",79,23,10,35,56,9
"ENSG00000001086",6,3,1,1,5,3
"ENSG00000001087",1,0,1,0,1,0
"ENSG00000001088",1,9,2,1,1,0
"ENSG00000001089",0,0,0,0,0,0
"ENSG00000001090",144,162,98,84,74,83
"ENSG00000001091",2,1,3,0,1,1
"ENSG00000001092",23,22,9,26,20,11
"ENSG00000001093",7,10,5,5,1,6
"ENSG00000001094",5,3,3,2,5,2
"ENSG00000001095",0,2,1,0,0,0
"ENSG00000001096",24,31,16,63,37,45
"ENSG00000001097",121,406,329,139,160,151
"ENSG00000001098",43,43,18,39,43,35
"ENSG00000001099",0,0,0,0,0,1
"ENSG00000001100",6748,3323,2291,4434,2687,2570
"ENSG00000001101",5,2,5,6,5,7
"ENSG00000001102",4,3,1,4,2,3
"ENSG00000001103",6,1,3,5,10,13
"ENSG00000001104",19,9,6,23,19,6
"ENSG00000001105",23,62,29,25,62,109
"ENSG00000001106",0,0,0,0,0,0
"ENSG00000001107",0,0,2,1,0,0
"ENSG00000001108",1,0,0,0,0,1
"ENSG00000001109",1,0,1,1,1,0
"ENSG00000001110",129,247,151,110,50,138
"ENSG00000001111",4,5,5,2,4,4
"ENSG00000001112",0,1,1,3,1,1
"ENSG00000001113",0,1,1,0,0,0
"ENSG00000001114",124,354,126,136,182,136
"ENSG00000001115",39,7,11,15,16,38
"ENSG00000001116",6,3,1,3,2,0
"ENSG00000001117",151,78,98,78,97,45
"ENSG00000001118",6,6,3,3,5,2
"ENSG00000001119",81,55,36,60,38,51
"ENSG00000001120",561,347,250,268,409,623
"ENSG00000001121",5,1,1,1,2,2
"ENSG00000001122",651,359,254,693,403,422
"ENSG00000001123",106,603,293,455,391,245
"ENSG00000001124",3,1,15,6,5,10
"ENSG00000001125",24,12,16,9,14,27
"ENSG00000001126",4,3,7,4,14,5
"ENSG00000001127",11,3,7,14,2,7
"ENSG00000001128",1,1,0,1,1,1
"ENSG00000001129",0,1,0,0,0,1
"ENSG00000001130",8,9,17,30,10,1
"ENSG00000001131",0,0,0,1,1,1
"ENSG00000001132",1,1,1,0,0,0
"ENSG00000001133",1,0,0,0,0,0
"ENSG00000001134",404,555,171,531,478,363
"ENSG00000001135",11,7,4,6,7,7
"ENSG00000001136",4,1,3,1,2,2
"ENSG00000001137",0,0,0,2,2,0
"ENSG00000001138",0,0,1,1,1,0
"ENSG00000001139",24,43,29,34,52,28
"ENSG00000001140",73,54,130,99,54,35
"ENSG00000001141",0,0,1,0,1,0
"ENSG00000001142",0,0,0,0,0,0
"ENSG00000001143",18,51,41,32,67,63
"ENSG00000001144",211,86,47,115,101,223
"ENSG00000001145",0,0,0,2,0,0
"ENSG00000001146",0,0,2,0,0,0
"ENSG00000001147",7,9,2,8,8,13
"ENSG00000001148",2,8,4,2,1,1
"ENSG00000001149",4075,2939,3772,1382,919,571
"ENSG00000001150",5,8,16,6,5,13
"ENSG00000001151",10,11,6,33,17,13
"ENSG00000001152",92,151,114,114,146,201
"ENSG00000001153",0,0,0,0,0,0
"ENSG00000001154",1,1,0,0,0,0
"ENSG00000001155",3541,4346,2498,4212,4223,3499
"ENSG00000001156",0,0,4,0,0,1
"ENSG00000001157",713,922,522,632,1258,530
"ENSG00000001158",18,52,48,18,31,21
"ENSG00000001159",0,2,0,4,1,0
"ENSG00000001160",0,0,0,0,0,0
"ENSG00000001161",137,48,93,61,89,52
"ENSG00000001162",1,1,1,1,1,2
"ENSG00000001163",15,8,6,17,2,25
"ENSG00000001164",0,1,0,0,2,1
"ENSG00000001165",31,66,30,40,48,20
"ENSG00000001166",11,4,3,14,13,13
"ENSG00000001167",0,0,0,0,1,0
"ENSG00000001168",5,2,2,3,5,3
"ENSG00000001169",0,0,0,0,0,0
"ENSG00000001170",0,1,1,2,0,2
"ENSG00000001171",0,0,1,1,1,0
"ENSG00000001172",0,0,1,0,1,0
"ENSG00000001173",61,23,24,25,8,22
"ENSG00000001174",5,34,5,7,10,18
"ENSG00000001175",19,21,12,24,19,35
"ENSG00000001176",0,0,0,0,0,0
"ENSG00000001177",1,0,0,0,1,0
"ENSG00000001178",227,257,562,551,718,325
"ENSG00000001179",3,0,1,1,2,5
"ENSG00000001180",2,0,1,2,0,0
"ENSG00000001181",1,0,0,1,2,0
"ENSG00000001182",0,2,0,0,0,1
"ENSG00000001183",8,16,4,19,2,21
"ENSG00000001184",11,6,5,4,5,9
"ENSG00000001185",5,2,1,5,1,3
"ENSG00000001186",0,0,1,0,0,2
"ENSG00000001187",21,10,5,7,11,8
"ENSG00000001188",0,0,1,0,1,0
"ENSG00000001189",0,0,0,0,0,0
"ENSG00000001190",0,0,1,0,0,0
"ENSG00000001191",38,40,47,59,132,64
"ENSG00000001192",208,67,53,88,81,58
"ENSG00000001193",227,51,89,112,175,49
"ENSG00000001194",89,91,52,107,83,82
"ENSG00000001195",53,14,26,41,27,40
"ENSG00000001196",571,220,100,444,317,463
"ENSG00000001197",0,1,0,1,0,2
"ENSG00000001198",0,0,0,0,0,0
"ENSG00000001199",30,59,24,24,36,39
"ENSG00000001200",0,0,0,1,0,0
"ENSG00000001201",1,0,0,0,0,0
"ENSG00000001202",13,6,3,16,22,36
"ENSG00000001203",26,33,24,23,27,61
"ENSG00000001204",44,35,34,44,37,20
"ENSG00000001205",257,68,107,181,162,123
"ENSG00000001206",1,0,0,1,0,0
"ENSG00000001207",1,0,0,3,0,2
"ENSG00000001208",844,423,252,802,345,830
"ENSG00000001209",0,1,0,1,0,0
"ENSG00000001210",0,1,2,0,1,0
"ENSG00000001211",0,0,0,0,0,0
"ENSG00000001212",80,162,121,233,89,236
"ENSG00000001213",0,0,0,0,1,0
"ENSG00000001214",199,116,71,47,195,98
"ENSG00000001215",1,0,0,0,0,0
"ENSG00000001216",1,0,0,2,1,0
"ENSG00000001217",0,0,0,0,0,1
"ENSG00000001218",1,0,0,0,0,0
"ENSG00000001219",0,0,0,0,0,0
"ENSG00000001220",23,28,13,39,61,26
"ENSG00000001221",32,70,45,74,48,48
"ENSG00000001222",44,111,60,47,21,56
"ENSG00000001223",0,0,0,0,0,0
"ENSG00000001224",1,0,2,0,0,1
"ENSG00000001225",0,0,0,0,2,0
"ENSG00000001226",5,6,4,4,2,3
"ENSG00000001227",30,10,19,26,20,14
"ENSG00000001228",44,20,26,24,18,16
"ENSG00000001229",0,1,0,0,0,2
"ENSG00000001230",0,0,0,0,0,0
"ENSG00000001231",0,1,0,0,1,0
"ENSG00000001232",0,1,0,1,2,0
"ENSG00000001233",0,1,0,0,1,0
"ENSG00000001234",187,220,161,227,173,225
"ENSG00000001235",0,0,0,0,0,0
"ENSG00000001236",948,701,372,268,578,586
"ENSG00000001237",13,20,12,11,3,10
"ENSG00000001238",23,14,11,26,26,12
"ENSG00000001239",56,9,57,8,26,19
"ENSG00000001240",16,8,11,10,3,4
"ENSG00000001241",84,89,84,93,61,89
"ENSG00000001242",5,1,1,0,0,0
"ENSG00000001243",40,16,26,24,25,6
"ENSG00000001244",8,5,0,6,11,9
"ENSG00000001245",2,6,4,3,5,5
"ENSG00000001246",206,231,235,194,74,121
"ENSG00000001247",178,124,186,123,87,118
"ENSG00000001248",316,285,370,780,303,258
"ENSG00000001249",3,7,8,13,15,3
"ENSG00000001250",33,18,27,8,23,13
"ENSG00000001251",0,0,0,0,0,0
"ENSG00000001252",14,10,3,6,7,23
"ENSG00000001253",611,873,373,123,248,515
"ENSG00000001254",0,0,1,1,1,0
"ENSG00000001255",4,1,3,0,0,0
"ENSG00000001256",25,27,8,7,19,8
"ENSG00000001257",213,165,456,250,255,321
