"","data/Exp2_A_Sample_1","data/Exp2_A_Sample_2","data/Exp2_B_Sample_1","data/Exp2_B_Sample_2","data/Exp2_C_Sample_1","data/Exp2_C_Sample_2"
"ENSG00000000626",0,0,0,0,0,0
"ENSG00000000627",0,1,0,1,2,0
"ENSG00000000628",16,22,31,22,13,15
"ENSG00000000629",78,36,25,67,75,41
"ENSG00000000630",21,39,42,34,22,26
"ENSG00000000631",0,1,1,0,0,0
"ENSG00000000632",10,17,12,21,20,24
"ENSG00000000633",2,0,0,0,1,0
"ENSG00000000634",2,0,0,0,1,0
"ENSG00000000635",1,0,1,1,0,1
"ENSG00000000636",29,24,60,39,27,18
"ENSG00000000637",0,0,0,0,0,1
"ENSG00000000638",6,6,10,5,16,7
"ENSG00000000639",302,274,54,214,69,204
"ENSG00000000640",4,5,5,6,2,7
"ENSG00000000641",0,0,0,0,3,0
"ENSG00000000642",0,1,0,0,0,0
"ENSG00000000643",0,0,0,0,0,0
"ENSG00000000644",1,1,1,1,1,0
"ENSG00000000645",0,1,0,0,0,0
"ENSG00000000646",0,0,0,0,1,1
"ENSG00000000647",2,0,0,0,0,0
"ENSG00000000648",13,12,9,17,10,14
"ENSG00000000649",2,3,0,0,0,1
"ENSG00000000650",203,291,235,134,234,91
"ENSG00000000651",89,173,109,272,266,67
"ENSG00000000652",78,130,143,75,215,97
"ENSG00000000653",0,0,0,0,1,0
"ENSG00000000654",0,1,0,0,0,2
"ENSG00000000655",0,0,0,1,3,0
"ENSG00000000656",0,0,1,0,1,0
"ENSG00000000657",7,36,20,18,24,21
"ENSG00000000658",3,6,4,2,4,2
"ENSG00000000659",16,11,24,103,25,48
"ENSG00000000660",31,16,18,13,31,23
"ENSG00000000661",0,0,0,0,0,0
"ENSG00000000662",137,84,93,80,68,200
"ENSG00000000663",5,17,10,11,8,11
"ENSG00000000664",16,29,15,20,20,13
"ENSG00000000665",0,2,1,1,0,1
"ENSG00000000666",130,235,107,109,88,126
"ENSG00000000667",3,5,4,9,6,2
"ENSG00000000668",0,0,1,0,0,1
"ENSG00000000669",3,2,5,5,5,9
"ENSG00000000670",197,317,306,203,246,342
"ENSG00000000671",22,54,23,14,14,9
"ENSG00000000672",245,528,153,91,47,206
"ENSG00000000673",0,0,0,0,0,0
"ENSG00000000674",0,0,0,0,1,0
"ENSG00000000675",0,0,0,0,0,0
"ENSG00000000676",2,0,0,1,0,0
"ENSG00000000677",1,0,0,1,0,1
"ENSG00000000678",19,70,4,16,13,12
"ENSG00000000679",4,14,7,6,27,12
"ENSG00000000680",1,1,0,2,1,1
"ENSG00000000681",44,42,29,66,26,30
"ENSG00000000682",7,18,22,9,26,12
"ENSG00000000683",23,51,37,69,60,86
"ENSG00000000684",4,4,2,4,4,7
"ENSG00000000685",8,11,10,15,12,8
"ENSG00000000686",1,1,2,0,2,0
"ENSG00000000687",1,1,0,0,0,0
"ENSG00000000688",3,3,12,17,5,1
"ENSG00000000689",1,11,7,8,2,4
"ENSG00000000690",203,378,225,515,440,294
"ENSG00000000691",76,514,242,212,57,228
"ENSG00000000692",4,13,5,3,4,15
"ENSG00000000693",8,6,27,9,4,7
"ENSG00000000694",10,17,7,7,16,12
"ENSG00000000695",1,4,2,3,2,2
"ENSG00000000696",0,2,0,0,0,0
"ENSG00000000697",87,128,176,140,65,68
"ENSG00000000698",78,38,157,166,66,130
"ENSG00000000699",25,49,38,25,38,33
"ENSG00000000700",370,911,624,552,181,147
"ENSG00000000701",10,22,58,37,33,24
"ENSG00000000702",10,14,6,10,15,7
"ENSG00000000703",198,591,369,262,213,675
"ENSG00000000704",73,124,76,241,168,67
"ENSG00000000705",1,0,0,1,1,0
"ENSG00000000706",22,46,71,52,44,61
"ENSG00000000707",66,79,101,132,104,106
"ENSG00000000708",21,28,23,25,20,14
"ENSG00000000709",0,0,1,1,0,0
"ENSG00000000710",4,9,5,6,2,8
"ENSG00000000711",9,10,8,20,15,9
"ENSG00000000712",22,46,51,10,18,22
"ENSG00000000713",0,0,0,0,0,0
"ENSG00000000714",0,12,2,7,15,2
"ENSG00000000715",0,0,1,0,0,0
"ENSG00000000716",371,342,378,259,503,252
"ENSG00000000717",31,35,12,22,47,24
"ENSG00000000718",55,122,44,54,41,32
"ENSG00000000719",12,52,105,47,87,106
"ENSG00000000720",0,3,0,1,2,1
"ENSG00000000721",6,16,10,5,1,7
"ENSG00000000722",31,99,80,19,51,45
"ENSG00000000723",22,32,51,19,41,21
"ENSG00000000724",1,0,0,0,1,1
"ENSG00000000725",5,10,0,6,12,5
"ENSG00000000726",0,0,1,0,2,2
"ENSG00000000727",0,0,0,0,0,0
"ENSG00000000728",1,0,0,0,0,0
"ENSG00000000729",64,98,68,76,130,103
"ENSG00000000730",0,0,1,0,1,1
"ENSG00000000731",10,36,18,14,6,9
"ENSG00000000732",11,6,13,18,10,12
"ENSG00000000733",1,0,0,0,0,0
"ENSG00000000734",242,178,158,181,116,77
"ENSG00000000735",79,187,221,101,135,74
"ENSG00000000736",2,0,1,0,0,0
"ENSG00000000737",16,15,33,20,13,39
"ENSG00000000738",0,0,1,0,0,0
"ENSG00000000739",7,18,12,4,15,6
"ENSG00000000740",50,236,228,134,207,203
"ENSG00000000741",11,5,10,3,2,8
"ENSG00000000742",1,2,0,0,1,7
"ENSG00000000743",1,3,1,1,0,0
"ENSG00000000744",1,1,0,0,1,0
"ENSG00000000745",0,0,1,0,0,1
"ENSG00000000746",0,0,0,0,0,0
"ENSG00000000747",10,8,10,7,20,5
"ENSG00000000748",0,0,1,0,0,1
"ENSG00000000749",0,0,0,1,1,1
"ENSG00000000750",54,57,23,25,35,22
"ENSG00000000751",1,0,0,0,2,1
"ENSG00000000752",1,1,0,0,0,0
"ENSG00000000753",128,277,430,382,154,169
"ENSG00000000754",0,0,0,0,0,0
"ENSG00000000755",0,0,0,0,0,0
"ENSG00000000756",46,164,125,98,70,98
"ENSG00000000757",116,121,134,95,178,154
"ENSG00000000758",56,101,52,19,25,39
"ENSG00000000759",2,0,0,1,2,2
"ENSG00000000760",0,0,0,0,0,0
"ENSG00000000761",0,1,1,1,0,1
"ENSG00000000762",44,64,46,73,79,45
"ENSG00000000763",429,1748,572,233,298,729
"ENSG00000000764",0,2,0,0,0,0
"ENSG00000000765",3,5,18,7,11,7
"ENSG00000000766",17,46,13,26,21,16
"ENSG00000000767",0,0,0,0,0,0
"ENSG00000000768",109,342,110,105,111,249
"ENSG00000000769",99,156,91,137,53,259
"ENSG00000000770",103,240,170,113,71,80
"ENSG00000000771",1,1,1,1,0,0
"ENSG00000000772",0,0,0,0,0,0
"ENSG00000000773",0,1,0,1,0,0
"ENSG00000000774",8,7,10,4,4,4
"ENSG00000000775",1,0,0,0,0,0
"ENSG00000000776",1,0,1,1,1,1
"ENSG00000000777",7,11,6,5,20,3
"ENSG00000000778",25,40,37,43,79,15
"ENSG00000000779",0,1,1,0,0,0
"ENSG00000000780",59,313,79,178,181,64
"ENSG00000000781",0,1,2,1,0,0
"ENSG00000000782",0,0,1,0,1,0
"ENSG00000000783",4,10,12,2,8,8
"ENSG00000000784",235,556,478,300,908,213
"ENSG00000000785",2,4,5,8,4,3
"ENSG00000000786",0,1,1,0,0,0
"ENSG00000000787",41,36,68,19,47,50
"ENSG00000000788",2,20,2,4,4,0
"ENSG00000000789",0,0,0,1,0,1
"ENSG00000000790",0,0,0,1,0,0
"ENSG00000000791",1,9,3,2,4,4
"ENSG00000000792",0,0,1,0,2,1
"ENSG00000000793",0,0,0,1,0,0
"ENSG00000000794",348,441,163,381,284,317
"ENSG00000000795",0,0,0,0,0,0
"ENSG00000000796",13,61,40,47,57,80
"ENSG00000000797",0,0,0,0,0,0
"ENSG00000000798",114,318,143,187,282,165
"ENSG00000000799",3,8,1,6,5,2
"ENSG00000000800",1,2,1,1,1,0
"ENSG00000000801",1,1,1,1,2,0
"ENSG00000000802",12,22,13,10,15,6
"ENSG00000000803",13,19,11,6,13,4
"ENSG00000000804",1,0,0,2,0,0
"ENSG00000000805",1,3,0,0,1,0
"ENSG00000000806",147,467,190,118,206,214
"ENSG00000000807",0,0,0,0,0,0
"ENSG00000000808",1,1,0,1,0,0
"ENSG00000000809",0,0,0,1,0,0
"ENSG00000000810",29,22,30,65,53,66
"ENSG00000000811",462,149,160,492,638,211
"ENSG00000000812",0,0,1,0,0,1
"ENSG00000000813",16,44,23,62,20,20
"ENSG00000000814",0,1,0,1,1,0
"ENSG00000000815",0,0,0,1,0,0
"ENSG00000000816",526,640,550,475,1079,1028
"ENSG00000000817",0,1,0,0,1,0
"ENSG00000000818",7,10,6,4,2,6
"ENSG00000000819",5,9,6,0,2,4
"ENSG00000000820",4,3,3,3,9,0
"ENSG00000000821",9,4,12,10,9,10
"ENSG00000000822",102,442,133,197,346,127
"ENSG00000000823",7,21,23,8,9,1
"ENSG00000000824",31,115,59,130,108,28
"ENSG00000000825",28,169,106,116,164,118
"ENSG00000000826",0,0,0,0,0,0
"ENSG00000000827",1,1,1,1,1,0
"ENSG00000000828",0,0,1,1,1,2
"ENSG00000000829",4,29,9,17,6,8
"ENSG00000000830",0,1,0,0,0,0
"ENSG00000000831",12,23,17,18,17,14
"ENSG00000000832",4,8,13,11,7,1
"ENSG00000000833",3,3,3,2,0,0
"ENSG00000000834",74,85,77,50,95,88
"ENSG00000000835",311,553,191,604,618,392
"ENSG00000000836",5,11,4,7,9,21
"ENSG00000000837",0,8,1,1,7,4
"ENSG00000000838",0,0,0,1,1,0
"ENSG00000000839",333,404,400,304,440,275
"ENSG00000000840",0,0,0,0,0,0
"ENSG00000000841",0,0,0,0,1,0
"ENSG00000000842",3,3,7,5,3,4
"ENSG00000000843",0,0,0,0,0,0
"ENSG00000000844",2,2,1,2,3,5
"ENSG00000000845",3,3,6,7,1,5
"ENSG00000000846",4,7,4,3,5,8
"ENSG00000000847",3,13,13,6,12,3
"ENSG00000000848",0,0,0,0,0,0
"ENSG00000000849",21,83,27,20,16,45
"ENSG00000000850",57,85,104,59,59,61
"ENSG00000000851",0,0,0,0,0,0
"ENSG00000000852",265,136,117,137,247,353
"ENSG00000000853",0,0,0,0,0,0
"ENSG00000000854",12,11,12,8,6,15
"ENSG00000000855",0,0,0,1,2,0
"ENSG00000000856",0,0,0,1,1,0
"ENSG00000000857",1,0,0,2,1,0
"ENSG00000000858",104,129,67,84,70,161
"ENSG00000000859",290,158,225,148,238,336
"ENSG00000000860",46,43,65,55,35,77
"ENSG00000000861",1,1,0,0,0,0
"ENSG00000000862",336,434,473,251,426,282
"ENSG00000000863",18,48,31,23,15,10
"ENSG00000000864",0,0,2,0,0,0
"ENSG00000000865",89,474,379,191,301,239
"ENSG00000000866",1,0,0,0,0,0
"ENSG00000000867",71,58,257,88,96,142
"ENSG00000000868",2,3,2,4,2,4
"ENSG00000000869",0,0,0,0,0,0
"ENSG00000000870",318,566,188,401,86,230
"ENSG00000000871",0,0,0,0,1,1
"ENSG00000000872",1,5,0,1,2,1
"ENSG00000000873",9,33,10,11,9,23
"ENSG00000000874",52,166,236,106,94,69
"ENSG00000000875",1,5,3,9,0,11
"ENSG00000000876",11,11,12,8,18,14
"ENSG00000000877",1,1,2,2,0,0
"ENSG00000000878",28,55,28,32,34,22
"ENSG00000000879",2,0,0,0,1,0
"ENSG00000000880",1,1,0,0,0,0
"ENSG00000000881",52,43,24,52,49,54
"ENSG00000000882",152,98,77,151,111,135
"ENSG00000000883",8,10,11,6,3,15
"ENSG00000000884",409,301,495,263,264,194
"ENSG00000000885",0,1,1,2,1,0
"ENSG00000000886",2,2,1,2,2,1
"ENSG00000000887",5,16,6,14,8,11
"ENSG00000000888",25,20,76,80,13,20
"ENSG00000000889",1,0,0,0,0,1
"ENSG00000000890",0,1,2,0,1,2
"ENSG00000000891",0,0,0,0,0,0
"ENSG00000000892",3,0,2,1,1,5
"ENSG00000000893",0,2,2,0,1,2
"ENSG00000000894",835,1076,825,766,1318,1623
"ENSG00000000895",7,14,10,5,19,8
"ENSG00000000896",0,0,0,0,0,0
"ENSG00000000897",70,491,438,208,266,693
"ENSG00000000898",0,0,0,0,0,0
"ENSG00000000899",0,3,1,1,2,1
"ENSG00000000900",26,50,56,40,29,89
"ENSG00000000901",10,29,10,23,15,7
"ENSG00000000902",0,3,1,1,1,0
"ENSG00000000903",0,3,0,0,0,1
"ENSG00000000904",1189,3706,2239,1313,500,1243
"ENSG00000000905",1,0,0,2,0,0
"ENSG00000000906",561,1955,482,768,583,682
"ENSG00000000907",2,9,4,7,0,3
"ENSG00000000908",0,1,0,1,0,1
"ENSG00000000909",25,40,49,45,46,22
"ENSG00000000910",14,31,7,29,22,19
"ENSG00000000911",0,3,0,0,0,3
"ENSG00000000912",0,0,0,0,0,0
"ENSG00000000913",1384,1612,1821,1045,414,1923
"ENSG00000000914",808,1618,416,530,1675,1129
"ENSG00000000915",1,0,1,1,2,0
"ENSG00000000916",156,235,100,206,224,293
"ENSG00000000917",0,0,0,1,1,2
"ENSG00000000918",4,6,11,18,2,12
"ENSG00000000919",1,0,0,1,0,0
"ENSG00000000920",1,1,1,1,2,2
"ENSG00000000921",0,0,2,0,1,0
"ENSG00000000922",1087,2532,2211,719,534,1182
"ENSG00000000923",4,3,5,5,10,2
"ENSG00000000924",30,61,56,94,35,14
"ENSG00000000925",48,53,130,45,47,65
"ENSG00000000926",30,53,74,67,26,44
"ENSG00000000927",0,0,0,1,0,0
"ENSG00000000928",9,13,3,6,5,12
"ENSG00000000929",23,64,13,14,40,37
"ENSG00000000930",49,78,42,52,27,66
"ENSG00000000931",127,247,54,132,150,143
"ENSG00000000932",0,0,0,0,0,0
"ENSG00000000933",10,38,8,27,33,24
"ENSG00000000934",2,0,0,0,0,0
"ENSG00000000935",2,5,3,16,14,11
"ENSG00000000936",59,90,103,81,50,129
"ENSG00000000937",55,187,122,69,66,47
"ENSG00000000938",0,0,0,1,1,1
"ENSG00000000939",2,12,3,2,6,4
"ENSG00000000940",15,38,18,28,12,5
"ENSG00000000941",8,23,13,7,4,4
"ENSG00000000942",5,9,6,5,6,3
"ENSG00000000943",0,0,0,1,0,1
"ENSG00000000944",0,0,0,0,0,0
"ENSG00000000945",0,0,0,1,0,0
"ENSG00000000946",0,0,0,1,0,0
"ENSG00000000947",88,100,45,59,67,59
"ENSG00000000948",14,20,19,34,25,20
"ENSG00000000949",2,11,8,6,11,9
"ENSG00000000950",0,0,0,0,0,0
"ENSG00000000951",8,50,48,26,37,50
"ENSG00000000952",45,105,85,42,87,14
"ENSG00000000953",0,1,0,1,0,0
"ENSG00000000954",1,1,0,0,1,0
"ENSG00000000955",0,0,0,0,0,0
"ENSG00000000956",3,1,4,2,5,14
"ENSG00000000957",0,1,0,0,1,0
"ENSG00000000958",45,76,81,21,33,22
"ENSG00000000959",0,1,1,2,1,2
"ENSG00000000960",44,39,34,31,31,27
"ENSG00000000961",0,0,0,0,3,1
"ENSG00000000962",4,14,10,5,6,2
"ENSG00000000963",12,2,4,9,7,5
"ENSG00000000964",0,0,1,0,1,0
"ENSG00000000965",0,0,0,0,0,0
"ENSG00000000966",0,0,0,0,0,0
"ENSG00000000967",1,1,1,2,0,2
"ENSG00000000968",1,4,2,0,1,1
"ENSG00000000969",0,2,4,0,1,0
"ENSG00000000970",13,14,8,7,6,9
"ENSG00000000971",53,112,33,81,65,39
"ENSG00000000972",4,1,0,1,0,0
"ENSG00000000973",0,0,0,1,0,0
"ENSG00000000974",7,1,14,4,13,12
"ENSG00000000975",81,159,52,44,154,105
"ENSG00000000976",0,6,8,2,2,3
"ENSG00000000977",2,0,2,0,0,0
"ENSG00000000978",145,229,178,235,254,328
"ENSG00000000979",13,11,22,6,18,11
"ENSG00000000980",0,4,7,5,4,2
"ENSG00000000981",10,22,7,10,13,23
"ENSG00000000982",121,181,102,221,121,217
"ENSG00000000983",0,1,0,0,0,2
"ENSG00000000984",7,6,3,4,2,5
"ENSG00000000985",0,0,3,0,0,1
"ENSG00000000986",0,0,0,0,0,0
"ENSG00000000987",73,147,112,116,127,73
"ENSG00000000988",0,0,0,0,0,0
"ENSG00000000989",1,1,0,0,1,0
"ENSG00000000990",25,34,10,16,14,25
"ENSG00000000991",5,6,34,21,18,8
"ENSG00000000992",1,0,0,2,0,0
"ENSG00000000993",141,305,92,106,205,298
"ENSG00000000994",107,273,364,218,112,164
"ENSG00000000995",367,644,175,310,665,299
"ENSG00000000996",0,0,0,0,1,0
"ENSG00000000997",44,26,32,23,39,45
"ENSG00000000998",118,85,153,75,96,72
"ENSG00000000999",7,14,5,27,7,31
"ENSG00000001000",66,260,116,159,237,156
"ENSG00000001001",2,1,0,0,0,1
"ENSG00000001002",1,0,0,0,1,0
"ENSG00000001003",386,163,275,152,192,311
"ENSG00000001004",16,46,29,6,12,16
"ENSG00000001005",750,1205,849,623,822,822
"ENSG00000001006",1,0,4,1,0,0
"ENSG00000001007",0,0,0,1,1,1
"ENSG00000001008",82,280,159,305,196,153
"ENSG00000001009",6,6,18,7,3,9
"ENSG00000001010",18,30,8,18,35,27
"ENSG00000001011",28,45,69,90,49,34
"ENSG00000001012",5,1,4,2,1,6
"ENSG00000001013",19,31,12,18,22,15
"ENSG00000001014",1,0,0,1,2,0
"ENSG00000001015",14,19,9,8,8,14
"ENSG00000001016",161,124,74,138,71,70
"ENSG00000001017",69,262,196,377,167,85
"ENSG00000001018",0,2,0,0,0,0
"ENSG00000001019",665,962,679,362,566,397
"ENSG00000001020",15,40,10,22,88,18
"ENSG00000001021",0,0,0,0,0,0
"ENSG00000001022",1,0,0,0,1,0
"ENSG00000001023",0,0,0,0,0,0
"ENSG00000001024",0,2,0,0,0,0
"ENSG00000001025",0,0,0,0,0,0
"ENSG00000001026",37,85,138,27,144,67
"ENSG00000001027",1,0,1,1,0,2
"ENSG00000001028",0,1,0,0,0,0
"ENSG00000001029",1,0,0,0,0,1
"ENSG00000001030",2,5,3,2,0,2
"ENSG00000001031",551,424,1154,1367,1138,1008
"ENSG00000001032",0,1,1,2,1,0
"ENSG00000001033",0,1,0,0,0,0
"ENSG00000001034",1,0,1,0,0,1
"ENSG00000001035",15,10,8,15,11,15
"ENSG00000001036",2,0,0,3,0,0
"ENSG00000001037",120,272,92,110,227,179
"ENSG00000001038",1,1,0,1,0,1
"ENSG00000001039",1,1,0,0,1,0
"ENSG00000001040",7,5,6,0,6,10
"ENSG00000001041",176,290,96,196,31,228
"ENSG00000001042",1,0,1,0,1,1
"ENSG00000001043",30,35,41,21,31,26
"ENSG00000001044",15,21,41,70,48,22
"ENSG00000001045",16,29,45,16,34,27
"ENSG00000001046",0,0,0,0,0,0
"ENSG00000001047",46,110,61,145,118,62
"ENSG00000001048",0,0,1,0,0,0
"ENSG00000001049",22,62,20,15,13,27
"ENSG00000001050",5,6,7,6,4,15
"ENSG00000001051",0,0,0,0,0,0
"ENSG00000001052",0,0,0,0,0,2
"ENSG00000001053",8,27,13,22,32,45
"ENSG00000001054",0,0,0,0,0,0
"ENSG00000001055",14,17,48,12,30,25
"ENSG00000001056",289,437,387,450,456,565
"ENSG00000001057",175,32,117,109,30,160
"ENSG00000001058",3,4,1,0,2,1
"ENSG00000001059",1,1,12,1,5,1
"ENSG00000001060",34,114,160,59,125,136
"ENSG00000001061",1,1,2,2,1,0
"ENSG00000001062",134,162,103,86,137,125
"ENSG00000001063",42,52,15,33,17,86
"ENSG00000001064",0,0,1,0,0,1
"ENSG00000001065",17,57,30,48,30,48
"ENSG00000001066",1,0,1,0,0,0
"ENSG00000001067",12,6,8,10,16,23
"ENSG00000001068",0,0,1,0,0,0
"ENSG00000001069",15,29,18,21,25,19
"ENSG00000001070",29,42,35,40,24,43
"ENSG00000001071",0,1,2,0,0,0
"ENSG00000001072",19,13,11,13,24,23
"ENSG00000001073",0,0,0,0,0,0
"ENSG00000001074",7,27,39,17,18,5
"ENSG00000001075",0,1,2,1,1,0
"ENSG00000001076",92,47,82,113,46,54
"ENSG00000001077",1,4,1,14,1,3
"ENSG00000001078",0,1,1,0,0,1
"ENSG00000001079",11,6,7,2,5,10
"ENSG00000001080",2,5,3,2,4,4
"ENSG00000001081",6,5,14,12,4,20
"ENSG00000001082",0,0,0,0,0,0
"ENSG00000001083",0,0,0,1,1,1
"ENSG00000001084",103,167,54,109,181,48
"ENSG00000001085",7,19,29,29,6,5
"ENSG00000001086",469,560,620,387,244,309
"ENSG00000001087",117,126,73,109,80,99
"ENSG00000001088",1,1,0,2,1,1
"ENSG00000001089",25,20,18,25,11,17
"ENSG00000001090",101,22,68,32,88,122
"ENSG00000001091",5,32,15,7,15,11
"ENSG00000001092",1,0,1,0,0,1
"ENSG00000001093",6,8,3,3,11,12
"ENSG00000001094",3,4,9,16,7,8
"ENSG00000001095",2,0,0,1,1,1
"ENSG00000001096",0,0,0,0,0,0
"ENSG00000001097",0,0,0,0,0,0
"ENSG00000001098",1,0,0,0,1,1
"ENSG00000001099",78,156,119,68,137,128
"ENSG00000001100",1,4,0,0,0,0
"ENSG00000001101",21,23,17,36,14,19
"ENSG00000001102",0,1,0,0,0,1
"ENSG00000001103",239,599,237,219,105,391
"ENSG00000001104",6,5,10,2,10,12
"ENSG00000001105",1,1,1,1,0,4
"ENSG00000001106",1,6,8,3,1,1
"ENSG00000001107",114,62,17,20,88,145
"ENSG00000001108",0,0,0,0,0,0
"ENSG00000001109",0,0,0,0,0,0
"ENSG00000001110",0,0,0,0,0,0
"ENSG00000001111",1,2,2,6,4,2
"ENSG00000001112",30,34,99,121,45,92
"ENSG00000001113",2,9,8,23,7,9
"ENSG00000001114",5,18,6,4,5,7
"ENSG00000001115",66,47,183,75,65,141
"ENSG00000001116",0,5,1,5,4,2
"ENSG00000001117",0,0,1,0,0,0
"ENSG00000001118",7,7,7,6,16,3
"ENSG00000001119",1,4,5,0,4,1
"ENSG00000001120",27,31,14,28,11,35
"ENSG00000001121",6,6,5,2,8,5
"ENSG00000001122",2,0,0,1,0,1
"ENSG00000001123",0,0,0,1,0,0
"ENSG00000001124",130,217,98,67,64,28
"ENSG00000001125",0,0,0,0,0,0
"ENSG00000001126",1,2,2,1,1,0
"ENSG00000001127",0,1,0,0,1,2
"ENSG00000001128",0,0,0,0,0,0
"ENSG00000001129",97,196,146,138,126,114
"ENSG00000001130",1,1,1,1,0,0
"ENSG00000001131",0,0,0,0,0,0
"ENSG00000001132",0,0,1,0,1,0
"ENSG00000001133",40,32,69,71,79,47
"ENSG00000001134",1,3,1,0,1,1
"ENSG00000001135",0,2,1,0,0,0
"ENSG00000001136",1,0,1,1,0,0
"ENSG00000001137",0,0,0,0,0,0
"ENSG00000001138",0,1,0,1,0,0
"ENSG00000001139",5,2,3,5,2,0
"ENSG00000001140",4,6,0,9,5,10
"ENSG00000001141",0,0,0,0,1,1
"ENSG00000001142",1,0,0,0,2,1
"ENSG00000001143",41,16,26,45,36,30
"ENSG00000001144",3,0,0,0,1,0
"ENSG00000001145",0,1,0,1,0,0
"ENSG00000001146",28,55,52,29,63,91
"ENSG00000001147",0,0,1,1,1,1
"ENSG00000001148",385,331,310,416,544,185
"ENSG00000001149",0,2,0,0,0,0
"ENSG00000001150",41,53,54,124,59,38
"ENSG00000001151",24,68,13,37,52,33
"ENSG00000001152",24,27,14,25,27,23
"ENSG00000001153",1,0,1,0,0,1
"ENSG00000001154",6,24,5,7,5,14
"ENSG00000001155",216,1199,1367,1969,921,812
"ENSG00000001156",7,11,9,27,14,16
"ENSG00000001157",162,76,42,102,104,105
"ENSG00000001158",59,90,39,56,53,71
"ENSG00000001159",1,0,0,1,0,1
"ENSG00000001160",19,116,101,41,56,89
"ENSG00000001161",2,0,0,2,0,0
"ENSG00000001162",46,69,27,36,35,42
"ENSG00000001163",3550,28054,8151,6799,8353,9583
"ENSG00000001164",0,2,0,1,1,1
"ENSG00000001165",1,0,1,0,1,1
"ENSG00000001166",3,17,12,7,15,17
"ENSG00000001167",0,0,0,0,0,0
"ENSG00000001168",1,1,1,0,0,0
"ENSG00000001169",0,0,0,0,0,0
"ENSG00000001170",50,87,47,69,59,112
"ENSG00000001171",24,83,26,87,10,74
"ENSG00000001172",0,0,0,0,0,0
"ENSG00000001173",30,31,11,6,14,7
"ENSG00000001174",0,1,0,0,0,1
"ENSG00000001175",24,23,37,75,15,28
"ENSG00000001176",5,9,6,4,2,5
"ENSG00000001177",204,323,641,190,370,413
"ENSG00000001178",25,53,50,32,12,48
"ENSG00000001179",52,70,88,44,52,39
"ENSG00000001180",1,1,4,1,0,0
"ENSG00000001181",9,12,6,11,0,9
"ENSG00000001182",1,1,0,0,0,0
"ENSG00000001183",357,943,568,330,799,266
"ENSG00000001184",0,1,0,0,0,0
"ENSG00000001185",0,0,0,0,0,0
"ENSG00000001186",7,7,0,2,6,12
"ENSG00000001187",1,0,0,1,1,1
"ENSG00000001188",0,0,0,2,0,2
"ENSG00000001189",6,10,25,14,16,7
"ENSG00000001190",0,0,0,1,1,0
"ENSG00000001191",0,1,0,0,0,1
"ENSG00000001192",9,17,2,11,8,6
"ENSG00000001193",2,4,1,6,5,4
"ENSG00000001194",296,446,649,928,924,280
"ENSG00000001195",0,1,2,0,1,2
"ENSG00000001196",750,637,408,706,603,719
"ENSG00000001197",1,2,5,2,6,1
"ENSG00000001198",14,23,31,35,15,31
"ENSG00000001199",40,62,64,31,37,8
"ENSG00000001200",53,225,137,87,96,58
"ENSG00000001201",1,0,0,0,0,0
"ENSG00000001202",5,4,2,2,0,4
"ENSG00000001203",135,439,296,351,425,674
"ENSG00000001204",0,0,0,0,0,0
"ENSG00000001205",1,0,0,0,1,0
"ENSG00000001206",0,2,1,0,0,1
"ENSG00000001207",8,14,12,22,6,19
"ENSG00000001208",12,62,38,17,4,25
"ENSG00000001209",49,73,56,148,72,55
"ENSG00000001210",3,0,5,4,2,1
"ENSG00000001211",103,76,130,139,46,92
"ENSG00000001212",1,0,0,0,0,0
"ENSG00000001213",68,238,132,106,77,164
"ENSG00000001214",0,0,1,0,1,1
"ENSG00000001215",24,34,16,38,35,28
"ENSG00000001216",99,251,47,121,128,101
"ENSG00000001217",0,2,0,0,0,4
"ENSG00000001218",4,3,2,1,0,2
"ENSG00000001219",1,0,1,0,0,0
"ENSG00000001220",154,158,224,291,240,402
"ENSG00000001221",8,15,22,15,19,15
"ENSG00000001222",19,11,14,18,21,9
"ENSG00000001223",1,0,0,0,0,0
"ENSG00000001224",6,17,13,9,11,32
"ENSG00000001225",119,255,126,144,187,70
"ENSG00000001226",22,35,55,38,67,52
"ENSG00000001227",654,843,321,384,264,211
"ENSG00000001228",109,918,505,706,325,375
"ENSG00000001229",162,546,149,107,263,367
"ENSG00000001230",0,0,0,0,0,1
"ENSG00000001231",7,13,12,8,10,7
"ENSG00000001232",0,0,0,0,0,0
"ENSG00000001233",98,123,98,97,35,74
"ENSG00000001234",59,83,65,73,78,31
"ENSG00000001235",3,7,5,7,2,2
"ENSG00000001236",25,22,15,26,17,19
"ENSG00000001237",4,9,11,6,3,0
"ENSG00000001238",1,1,2,0,1,1
"ENSG00000001239",0,1,0,0,1,1
"ENSG00000001240",5,6,9,8,4,4
"ENSG00000001241",1,0,1,0,1,0
"ENSG00000001242",83,127,147,53,162,92
"ENSG00000001243",95,123,316,112,125,72
"ENSG00000001244",3,40,31,7,5,9
"ENSG00000001245",0,0,0,0,0,0
"ENSG00000001246",7,18,4,16,6,15
"ENSG00000001247",15,42,39,38,58,28
"ENSG00000001248",3,12,8,11,1,9
"ENSG00000001249",23,132,120,97,35,49
"ENSG00000001250",22,36,41,33,9,4
"ENSG00000001251",6,18,20,11,10,8
"ENSG00000001252",5,29,11,8,16,17
"ENSG00000001253",2,0,0,1,1,0
"ENSG00000001254",0,1,0,1,1,0
"ENSG00000001255",28,84,34,40,72,128
