"","data/Exp1_A_Sample_1","data/Exp1_A_Sample_2","data/Exp1_B_Sample_1","data/Exp1_B_Sample_2","data/Exp1_C_Sample_1","data/Exp1_C_Sample_2"
"ENSG00000000626",160,84,286,150,53,66
"ENSG00000000627",0,1,2,1,0,0
"ENSG00000000628",0,0,0,0,0,0
"ENSG00000000629",0,2,1,1,1,0
"ENSG00000000630",2,1,0,1,0,0
"ENSG00000000631",1,0,3,0,1,0
"ENSG00000000632",1,0,0,0,2,2
"ENSG00000000633",2,2,2,0,2,0
"ENSG00000000634",29,84,25,37,30,65
"ENSG00000000635",1,0,2,0,2,2
"ENSG00000000636",1,0,1,0,0,0
"ENSG00000000637",14,43,14,16,11,11
"ENSG00000000638",0,0,0,0,0,0
"ENSG00000000639",55,92,47,82,47,88
"ENSG00000000640",1,2,0,0,0,0
"ENSG00000000641",0,1,0,0,0,0
"ENSG00000000642",28,45,23,28,18,29
"ENSG00000000643",47,15,19,47,28,45
"ENSG00000000644",43,84,151,42,71,50
"ENSG00000000645",7,4,15,14,5,5
"ENSG00000000646",1,0,0,1,1,0
"ENSG00000000647",5,5,6,1,5,0
"ENSG00000000648",7,14,20,9,14,8
"ENSG00000000649",107,60,56,46,51,61
"ENSG00000000650",0,1,2,0,1,1
"ENSG00000000651",1,1,2,1,1,0
"ENSG00000000652",26,17,20,18,10,37
"ENSG00000000653",85,58,78,100,15,92
"ENSG00000000654",0,0,2,0,0,0
"ENSG00000000655",69,38,50,19,38,68
"ENSG00000000656",6,5,7,2,2,3
"ENSG00000000657",107,326,233,101,80,45
"ENSG00000000658",25,88,26,50,30,115
"ENSG00000000659",23,50,80,104,92,71
"ENSG00000000660",17,22,29,30,8,15
"ENSG00000000661",156,99,113,40,89,81
"ENSG00000000662",207,695,512,336,252,197
"ENSG00000000663",1351,463,782,1395,558,696
"ENSG00000000664",21,10,27,25,18,19
"ENSG00000000665",3,3,0,0,0,0
"ENSG00000000666",0,1,0,0,0,0
"ENSG00000000667",19,24,45,46,39,25
"ENSG00000000668",12,7,6,13,14,7
"ENSG00000000669",0,0,2,1,0,0
"ENSG00000000670",0,0,0,0,1,0
"ENSG00000000671",6,4,4,0,3,7
"ENSG00000000672",15,22,18,13,6,4
"ENSG00000000673",60,35,51,55,30,92
"ENSG00000000674",2,0,0,1,0,0
"ENSG00000000675",33,29,36,45,36,78
"ENSG00000000676",0,0,0,1,1,1
"ENSG00000000677",3,1,4,3,3,0
"ENSG00000000678",2,0,0,1,2,0
"ENSG00000000679",3,6,4,3,3,2
"ENSG00000000680",3,5,7,8,7,3
"ENSG00000000681",21,49,30,38,34,59
"ENSG00000000682",53,137,123,114,172,192
"ENSG00000000683",4,4,6,4,7,6
"ENSG00000000684",0,5,5,5,1,4
"ENSG00000000685",0,4,4,2,1,3
"ENSG00000000686",9,17,8,7,4,10
"ENSG00000000687",26,30,16,15,7,12
"ENSG00000000688",1,0,0,1,0,0
"ENSG00000000689",1,1,0,0,0,0
"ENSG00000000690",0,0,1,1,0,0
"ENSG00000000691",30,28,17,9,8,28
"ENSG00000000692",70,340,159,190,151,256
"ENSG00000000693",184,356,369,348,108,168
"ENSG00000000694",2,3,6,4,3,9
"ENSG00000000695",0,1,4,1,0,1
"ENSG00000000696",0,2,0,1,0,0
"ENSG00000000697",36,18,16,27,11,7
"ENSG00000000698",0,0,0,0,0,0
"ENSG00000000699",0,0,0,1,0,0
"ENSG00000000700",0,2,0,0,1,0
"ENSG00000000701",3,3,2,2,9,4
"ENSG00000000702",0,2,1,0,1,1
"ENSG00000000703",0,0,0,1,0,0
"ENSG00000000704",23,20,33,20,24,43
"ENSG00000000705",1,0,2,1,1,0
"ENSG00000000706",1,0,0,0,1,0
"ENSG00000000707",29,30,41,32,27,36
"ENSG00000000708",2,6,0,1,3,0
"ENSG00000000709",29,28,18,16,20,38
"ENSG00000000710",63,47,191,112,81,81
"ENSG00000000711",1,0,1,0,0,0
"ENSG00000000712",8,10,6,19,15,18
"ENSG00000000713",40,16,20,21,11,8
"ENSG00000000714",2,0,0,0,0,0
"ENSG00000000715",1,0,0,1,1,1
"ENSG00000000716",144,261,215,302,130,82
"ENSG00000000717",1,0,0,1,1,0
"ENSG00000000718",5,17,22,18,13,10
"ENSG00000000719",25,92,56,55,26,41
"ENSG00000000720",53,53,38,20,34,29
"ENSG00000000721",3,1,6,3,1,4
"ENSG00000000722",1,1,0,0,0,0
"ENSG00000000723",113,103,77,73,31,209
"ENSG00000000724",1,1,1,0,2,2
"ENSG00000000725",12,41,9,19,21,10
"ENSG00000000726",28,38,41,35,12,61
"ENSG00000000727",1,2,1,0,0,4
"ENSG00000000728",22,39,44,34,14,50
"ENSG00000000729",19,7,1,4,5,2
"ENSG00000000730",0,0,0,0,1,1
"ENSG00000000731",0,0,0,0,0,0
"ENSG00000000732",133,128,95,63,163,106
"ENSG00000000733",0,0,0,0,1,0
"ENSG00000000734",253,263,305,536,287,182
"ENSG00000000735",15,15,21,12,13,14
"ENSG00000000736",0,0,0,0,0,0
"ENSG00000000737",0,1,1,0,0,0
"ENSG00000000738",14,13,17,28,24,12
"ENSG00000000739",9,30,11,19,11,14
"ENSG00000000740",181,141,241,130,104,136
"ENSG00000000741",171,92,90,205,40,101
"ENSG00000000742",161,339,176,215,139,78
"ENSG00000000743",756,1748,1161,1636,1223,1720
"ENSG00000000744",2,2,0,0,1,1
"ENSG00000000745",13,76,20,25,44,17
"ENSG00000000746",1,1,2,0,0,1
"ENSG00000000747",4415,3932,3525,3368,2189,5622
"ENSG00000000748",10,1,4,22,5,9
"ENSG00000000749",2424,1023,2900,1017,1754,2655
"ENSG00000000750",44,43,71,49,51,27
"ENSG00000000751",1,2,0,0,0,1
"ENSG00000000752",9,22,5,7,19,12
"ENSG00000000753",66,123,72,128,23,47
"ENSG00000000754",33,29,25,25,25,57
"ENSG00000000755",0,1,0,0,0,0
"ENSG00000000756",29,17,12,15,28,4
"ENSG00000000757",0,0,0,1,1,2
"ENSG00000000758",25,31,14,13,5,22
"ENSG00000000759",0,0,0,0,0,0
"ENSG00000000760",13,20,2,26,3,19
"ENSG00000000761",30,104,53,64,27,87
"ENSG00000000762",72,85,102,91,41,37
"ENSG00000000763",86,77,68,117,127,39
"ENSG00000000764",0,0,0,1,0,0
"ENSG00000000765",0,0,0,0,0,0
"ENSG00000000766",93,262,125,218,94,198
"ENSG00000000767",361,386,267,570,191,527
"ENSG00000000768",24,17,13,16,6,14
"ENSG00000000769",7,17,9,13,2,12
"ENSG00000000770",0,0,0,1,1,0
"ENSG00000000771",1,1,0,3,3,1
"ENSG00000000772",0,0,0,0,0,0
"ENSG00000000773",46,118,26,91,46,18
"ENSG00000000774",1,0,0,0,1,1
"ENSG00000000775",1,0,0,1,0,0
"ENSG00000000776",0,0,0,0,0,0
"ENSG00000000777",7,5,26,27,24,20
"ENSG00000000778",8,6,7,16,17,10
"ENSG00000000779",83,57,68,67,81,90
"ENSG00000000780",7,5,10,8,5,14
"ENSG00000000781",1,1,2,0,0,1
"ENSG00000000782",1,0,0,0,0,1
"ENSG00000000783",0,1,2,1,1,1
"ENSG00000000784",0,2,3,1,0,1
"ENSG00000000785",2,2,0,1,1,1
"ENSG00000000786",10,3,2,10,6,4
"ENSG00000000787",0,1,0,0,0,0
"ENSG00000000788",1,1,0,0,1,0
"ENSG00000000789",1,0,0,1,2,4
"ENSG00000000790",0,0,0,0,0,0
"ENSG00000000791",0,0,0,0,0,0
"ENSG00000000792",3,3,2,8,0,1
"ENSG00000000793",65,194,217,160,70,245
"ENSG00000000794",2,0,0,1,0,0
"ENSG00000000795",12,8,19,8,6,12
"ENSG00000000796",219,181,195,150,76,15
"ENSG00000000797",122,30,23,56,35,35
"ENSG00000000798",5,11,9,10,5,1
"ENSG00000000799",41,6,26,97,28,47
"ENSG00000000800",72,56,34,44,101,64
"ENSG00000000801",0,0,0,0,0,0
"ENSG00000000802",3,5,7,4,5,1
"ENSG00000000803",165,146,57,197,22,239
"ENSG00000000804",377,251,235,150,155,179
"ENSG00000000805",43,23,72,63,24,28
"ENSG00000000806",24,5,14,27,11,15
"ENSG00000000807",24,22,12,8,15,9
"ENSG00000000808",1,0,0,0,0,1
"ENSG00000000809",22,24,20,56,48,28
"ENSG00000000810",8,18,24,18,10,18
"ENSG00000000811",0,1,0,0,0,0
"ENSG00000000812",0,1,1,1,0,0
"ENSG00000000813",0,1,1,2,1,1
"ENSG00000000814",20,36,61,50,18,50
"ENSG00000000815",1,0,1,0,0,0
"ENSG00000000816",1,2,0,1,0,2
"ENSG00000000817",0,1,0,0,0,1
"ENSG00000000818",398,452,105,250,419,97
"ENSG00000000819",0,2,10,3,1,6
"ENSG00000000820",1,0,0,0,1,0
"ENSG00000000821",3,0,2,5,2,2
"ENSG00000000822",90,38,80,92,100,83
"ENSG00000000823",18,31,10,25,12,21
"ENSG00000000824",0,2,0,0,1,1
"ENSG00000000825",5,14,13,27,8,8
"ENSG00000000826",0,1,0,1,1,0
"ENSG00000000827",15,7,1,15,7,19
"ENSG00000000828",0,0,1,1,1,0
"ENSG00000000829",1,3,1,1,3,3
"ENSG00000000830",1,0,1,1,0,0
"ENSG00000000831",257,123,230,88,122,250
"ENSG00000000832",7,4,6,10,3,12
"ENSG00000000833",179,94,84,146,59,153
"ENSG00000000834",334,502,514,121,203,326
"ENSG00000000835",9,7,3,10,10,11
"ENSG00000000836",0,0,0,1,0,1
"ENSG00000000837",0,0,1,1,0,1
"ENSG00000000838",1,3,4,2,1,10
"ENSG00000000839",14,25,26,24,18,21
"ENSG00000000840",63,35,30,44,31,44
"ENSG00000000841",5,8,1,7,0,4
"ENSG00000000842",5159,2666,5631,9925,3778,6367
"ENSG00000000843",12,15,9,15,9,9
"ENSG00000000844",30,9,20,6,3,34
"ENSG00000000845",0,0,1,0,0,0
"ENSG00000000846",26,6,5,15,13,25
"ENSG00000000847",9,6,1,9,13,9
"ENSG00000000848",252,179,207,132,295,236
"ENSG00000000849",509,622,520,205,479,306
"ENSG00000000850",1,2,1,1,2,1
"ENSG00000000851",0,0,1,0,0,1
"ENSG00000000852",17,50,8,34,15,17
"ENSG00000000853",192,332,120,126,69,128
"ENSG00000000854",1,1,2,1,3,3
"ENSG00000000855",1316,2303,2476,1830,1754,1854
"ENSG00000000856",7,8,6,4,7,14
"ENSG00000000857",1,1,1,2,2,1
"ENSG00000000858",0,2,2,2,1,1
"ENSG00000000859",17,22,13,37,37,14
"ENSG00000000860",958,429,289,680,626,344
"ENSG00000000861",132,120,163,90,97,151
"ENSG00000000862",46,40,19,30,14,41
"ENSG00000000863",0,1,2,1,2,1
"ENSG00000000864",2,1,0,7,3,3
"ENSG00000000865",0,0,0,0,0,0
"ENSG00000000866",6004,5905,6557,4500,3154,5114
"ENSG00000000867",0,2,1,1,0,0
"ENSG00000000868",123,203,200,274,111,65
"ENSG00000000869",0,0,1,1,0,1
"ENSG00000000870",817,472,215,640,688,740
"ENSG00000000871",3,2,3,0,0,2
"ENSG00000000872",19,18,24,49,34,21
"ENSG00000000873",3,4,1,2,1,0
"ENSG00000000874",2,0,0,1,1,1
"ENSG00000000875",235,458,166,622,302,308
"ENSG00000000876",0,0,0,0,0,0
"ENSG00000000877",163,143,73,106,57,154
"ENSG00000000878",1093,1035,716,1342,198,570
"ENSG00000000879",1,0,2,0,0,0
"ENSG00000000880",6,7,13,11,18,21
"ENSG00000000881",65,69,74,89,61,31
"ENSG00000000882",1,0,1,0,2,0
"ENSG00000000883",15,15,5,18,13,13
"ENSG00000000884",0,0,0,1,1,0
"ENSG00000000885",20,77,60,67,34,57
"ENSG00000000886",40,30,25,59,27,38
"ENSG00000000887",1,7,0,4,2,2
"ENSG00000000888",5,6,10,3,12,6
"ENSG00000000889",2,6,11,1,5,4
"ENSG00000000890",0,0,0,1,0,0
"ENSG00000000891",1,2,1,2,1,4
"ENSG00000000892",1,0,0,0,3,2
"ENSG00000000893",0,1,0,0,0,1
"ENSG00000000894",691,958,1647,799,1417,774
"ENSG00000000895",48,23,32,91,23,24
"ENSG00000000896",3,3,1,0,1,3
"ENSG00000000897",32,29,73,47,21,35
"ENSG00000000898",8,11,10,14,10,4
"ENSG00000000899",37,47,59,29,29,35
"ENSG00000000900",0,1,0,0,1,0
"ENSG00000000901",4,2,0,5,3,5
"ENSG00000000902",0,1,0,1,0,1
"ENSG00000000903",49,56,56,75,26,14
"ENSG00000000904",206,512,601,606,75,1061
"ENSG00000000905",130,387,198,197,85,100
"ENSG00000000906",6,12,4,8,4,2
"ENSG00000000907",136,162,58,174,105,159
"ENSG00000000908",8,22,22,19,14,31
"ENSG00000000909",0,1,0,1,0,0
"ENSG00000000910",40,86,36,45,40,45
"ENSG00000000911",0,0,0,0,1,0
"ENSG00000000912",0,0,0,1,0,0
"ENSG00000000913",2,0,1,0,0,0
"ENSG00000000914",0,0,0,0,1,3
"ENSG00000000915",36,45,41,69,64,71
"ENSG00000000916",179,379,264,197,261,178
"ENSG00000000917",0,0,1,0,1,0
"ENSG00000000918",0,1,1,0,0,0
"ENSG00000000919",58,53,41,42,6,40
"ENSG00000000920",334,628,732,246,278,197
"ENSG00000000921",0,0,0,0,1,0
"ENSG00000000922",14,10,9,21,17,16
"ENSG00000000923",2,0,0,0,0,0
"ENSG00000000924",1,0,0,0,0,0
"ENSG00000000925",40,75,70,29,198,49
"ENSG00000000926",539,140,299,342,197,183
"ENSG00000000927",0,1,0,0,2,0
"ENSG00000000928",0,0,1,1,0,0
"ENSG00000000929",0,0,0,0,1,0
"ENSG00000000930",73,87,39,48,47,74
"ENSG00000000931",38,33,56,29,26,28
"ENSG00000000932",2,2,0,1,1,2
"ENSG00000000933",25,16,12,22,31,9
"ENSG00000000934",12,6,26,25,5,21
"ENSG00000000935",11,14,12,29,14,23
"ENSG00000000936",0,0,0,2,1,2
"ENSG00000000937",0,0,0,0,0,0
"ENSG00000000938",5,11,2,3,2,2
"ENSG00000000939",10,6,25,15,16,10
"ENSG00000000940",388,543,375,517,406,406
"ENSG00000000941",65,230,148,200,187,148
"ENSG00000000942",13,2,2,9,3,9
"ENSG00000000943",1,1,0,0,1,2
"ENSG00000000944",7,4,4,3,1,5
"ENSG00000000945",5,6,18,14,3,23
"ENSG00000000946",0,0,0,0,2,0
"ENSG00000000947",6,4,2,2,1,10
"ENSG00000000948",0,0,0,0,0,0
"ENSG00000000949",7,8,12,7,2,16
"ENSG00000000950",4,4,2,3,1,2
"ENSG00000000951",14,31,8,42,4,7
"ENSG00000000952",0,0,0,1,0,0
"ENSG00000000953",6,11,44,34,23,24
"ENSG00000000954",43,18,22,21,29,38
"ENSG00000000955",1,0,1,2,1,2
"ENSG00000000956",0,1,0,0,0,1
"ENSG00000000957",21,24,13,51,13,33
"ENSG00000000958",22,35,34,25,69,21
"ENSG00000000959",2,0,0,0,1,1
"ENSG00000000960",2,0,1,0,1,2
"ENSG00000000961",0,1,0,1,0,0
"ENSG00000000962",4022,1854,2916,2257,1717,2739
"ENSG00000000963",12,89,29,67,59,37
"ENSG00000000964",0,0,0,0,0,0
"ENSG00000000965",28,35,35,22,37,16
"ENSG00000000966",29,25,25,17,30,24
"ENSG00000000967",0,0,0,0,1,1
"ENSG00000000968",1,0,1,0,1,4
"ENSG00000000969",33,16,30,25,8,21
"ENSG00000000970",11,1,9,6,6,5
"ENSG00000000971",25,29,42,33,12,13
"ENSG00000000972",0,0,1,0,0,0
"ENSG00000000973",0,0,0,0,0,0
"ENSG00000000974",5,6,1,3,2,1
"ENSG00000000975",125,218,127,96,67,88
"ENSG00000000976",0,2,0,0,0,0
"ENSG00000000977",4,0,8,10,1,6
"ENSG00000000978",49,25,30,22,8,18
"ENSG00000000979",8,13,13,11,10,12
"ENSG00000000980",0,1,0,0,0,1
"ENSG00000000981",0,0,0,0,0,0
"ENSG00000000982",0,1,0,2,1,3
"ENSG00000000983",11,13,9,9,11,7
"ENSG00000000984",14,8,5,2,2,8
"ENSG00000000985",303,496,428,732,327,218
"ENSG00000000986",0,0,0,0,2,1
"ENSG00000000987",11,30,11,31,12,22
"ENSG00000000988",67,92,64,64,53,157
"ENSG00000000989",3,0,0,1,0,1
"ENSG00000000990",0,1,1,1,1,0
"ENSG00000000991",79,34,36,116,61,73
"ENSG00000000992",0,2,3,3,0,1
"ENSG00000000993",58,99,107,30,23,61
"ENSG00000000994",25,3,25,22,4,11
"ENSG00000000995",18,123,21,38,9,39
"ENSG00000000996",13,19,4,10,29,10
"ENSG00000000997",150,102,120,176,102,278
"ENSG00000000998",1,0,1,3,0,2
"ENSG00000000999",2,9,3,9,0,3
"ENSG00000001000",13,3,9,15,15,17
"ENSG00000001001",1,2,2,1,2,4
"ENSG00000001002",3,0,1,8,4,3
"ENSG00000001003",24,38,14,13,9,17
"ENSG00000001004",0,0,1,1,0,0
"ENSG00000001005",1,0,0,0,0,0
"ENSG00000001006",117,137,305,94,43,200
"ENSG00000001007",21,41,42,48,30,47
"ENSG00000001008",0,1,0,0,0,0
"ENSG00000001009",0,0,1,0,0,0
"ENSG00000001010",5,11,0,8,8,2
"ENSG00000001011",1,0,0,0,2,0
"ENSG00000001012",3204,13222,6583,8837,9543,4854
"ENSG00000001013",0,0,0,0,0,0
"ENSG00000001014",75,22,55,26,40,65
"ENSG00000001015",6,24,9,1,13,8
"ENSG00000001016",39,34,51,19,16,26
"ENSG00000001017",34,43,37,57,20,57
"ENSG00000001018",2,0,0,0,0,0
"ENSG00000001019",27,22,74,48,13,10
"ENSG00000001020",1272,630,1114,1051,500,605
"ENSG00000001021",14,16,9,14,22,7
"ENSG00000001022",19,11,11,24,9,17
"ENSG00000001023",138,238,267,197,209,219
"ENSG00000001024",0,1,2,1,1,0
"ENSG00000001025",0,0,0,0,0,0
"ENSG00000001026",50,33,34,27,8,22
"ENSG00000001027",550,416,339,699,242,431
"ENSG00000001028",0,0,0,0,0,0
"ENSG00000001029",81,64,27,128,16,70
"ENSG00000001030",58,113,99,35,109,162
"ENSG00000001031",0,4,2,5,0,3
"ENSG00000001032",2,1,0,0,0,2
"ENSG00000001033",1,6,2,5,5,2
"ENSG00000001034",6,12,15,9,6,10
"ENSG00000001035",177,268,62,70,151,158
"ENSG00000001036",1,2,2,2,2,2
"ENSG00000001037",0,0,0,0,1,0
"ENSG00000001038",0,2,0,0,0,0
"ENSG00000001039",17,49,25,26,18,27
"ENSG00000001040",384,663,1096,651,478,765
"ENSG00000001041",3,2,3,6,2,1
"ENSG00000001042",0,1,1,0,1,0
"ENSG00000001043",19,12,25,17,9,16
"ENSG00000001044",1,29,6,28,15,16
"ENSG00000001045",1,0,0,2,0,2
"ENSG00000001046",5,7,4,6,2,6
"ENSG00000001047",1,0,0,0,2,5
"ENSG00000001048",6,10,10,8,3,7
"ENSG00000001049",556,519,536,719,413,547
"ENSG00000001050",14,7,9,53,12,12
"ENSG00000001051",71,51,14,35,21,53
"ENSG00000001052",9,12,19,10,11,16
"ENSG00000001053",114,93,81,61,33,89
"ENSG00000001054",0,4,2,0,1,5
"ENSG00000001055",171,239,292,229,180,75
"ENSG00000001056",0,1,0,0,0,0
"ENSG00000001057",1,4,6,4,2,1
"ENSG00000001058",1,0,0,1,0,1
"ENSG00000001059",71,91,156,134,68,31
"ENSG00000001060",75,69,44,92,37,38
"ENSG00000001061",718,366,471,394,375,295
"ENSG00000001062",0,0,1,0,1,0
"ENSG00000001063",46,161,158,170,60,140
"ENSG00000001064",1,1,0,0,1,0
"ENSG00000001065",0,0,1,2,0,0
"ENSG00000001066",1,0,1,0,1,0
"ENSG00000001067",1,10,0,2,3,0
"ENSG00000001068",0,2,0,0,1,0
"ENSG00000001069",0,0,1,1,0,0
"ENSG00000001070",523,793,571,769,414,544
"ENSG00000001071",0,1,0,0,0,0
"ENSG00000001072",6,26,6,8,6,18
"ENSG00000001073",4,2,4,0,2,3
"ENSG00000001074",7,5,9,13,5,6
"ENSG00000001075",1,0,0,0,0,0
"ENSG00000001076",0,0,0,0,0,2
"ENSG00000001077",0,2,0,0,1,1
"ENSG00000001078",0,0,1,0,0,0
"ENSG00000001079",26,16,18,13,14,15
"ENSG00000001080",2,5,5,5,5,6
"ENSG00000001081",0,0,0,0,0,0
"ENSG00000001082",38,45,11,59,33,40
"ENSG00000001083",2,1,0,0,1,0
"ENSG00000001084",0,1,1,1,0,0
"ENSG00000001085",101,49,104,78,78,35
"ENSG00000001086",0,0,1,0,1,0
"ENSG00000001087",0,2,2,1,0,0
"ENSG00000001088",1,0,0,0,1,0
"ENSG00000001089",7,16,16,11,3,10
"ENSG00000001090",3,0,0,0,1,2
"ENSG00000001091",646,967,880,537,621,576
"ENSG00000001092",0,0,0,0,0,0
"ENSG00000001093",37,47,51,41,54,88
"ENSG00000001094",0,0,1,2,1,0
"ENSG00000001095",7,6,4,5,6,2
"ENSG00000001096",38,26,33,34,57,35
"ENSG00000001097",35,80,62,62,46,84
"ENSG00000001098",98,159,124,172,84,143
"ENSG00000001099",0,0,0,2,1,0
"ENSG00000001100",6,12,25,7,9,9
"ENSG00000001101",255,39,164,57,161,146
"ENSG00000001102",179,212,126,108,108,91
"ENSG00000001103",3,2,7,4,4,0
"ENSG00000001104",0,2,0,1,1,1
"ENSG00000001105",23,51,26,37,21,38
"ENSG00000001106",7,9,22,12,18,16
"ENSG00000001107",6,1,2,2,1,10
"ENSG00000001108",22,35,39,30,34,31
"ENSG00000001109",1,0,1,1,0,4
"ENSG00000001110",0,1,2,0,1,0
"ENSG00000001111",5,7,5,4,7,8
"ENSG00000001112",157,392,120,174,186,110
"ENSG00000001113",2995,3335,5736,1580,1800,4710
"ENSG00000001114",1,6,1,3,0,2
"ENSG00000001115",189,91,644,245,63,201
"ENSG00000001116",128,90,75,245,118,173
"ENSG00000001117",14,21,20,13,14,10
"ENSG00000001118",0,0,0,0,0,0
"ENSG00000001119",1,0,0,0,0,0
"ENSG00000001120",0,1,0,0,0,1
"ENSG00000001121",3,8,1,3,1,4
"ENSG00000001122",1,0,1,3,1,0
"ENSG00000001123",0,0,0,0,0,0
"ENSG00000001124",0,0,1,0,0,0
"ENSG00000001125",1,1,0,0,0,0
"ENSG00000001126",17878,21174,22755,9018,3884,5330
"ENSG00000001127",30,20,17,9,9,15
"ENSG00000001128",1,0,1,1,1,0
"ENSG00000001129",2,0,1,2,0,0
"ENSG00000001130",1,0,1,0,1,0
"ENSG00000001131",0,0,0,0,0,0
"ENSG00000001132",0,0,1,1,1,0
"ENSG00000001133",22,52,84,58,65,41
"ENSG00000001134",0,0,2,0,1,0
"ENSG00000001135",0,0,0,0,0,0
"ENSG00000001136",0,0,1,1,0,0
"ENSG00000001137",7,3,9,8,3,3
"ENSG00000001138",498,361,434,314,126,273
"ENSG00000001139",251,417,477,618,285,643
"ENSG00000001140",0,0,0,2,0,0
"ENSG00000001141",12,19,9,3,14,10
"ENSG00000001142",7,18,13,5,9,22
"ENSG00000001143",32,11,27,16,18,16
"ENSG00000001144",12,35,18,11,31,35
"ENSG00000001145",14,29,43,48,13,21
"ENSG00000001146",3,6,6,4,4,3
"ENSG00000001147",1,0,0,1,1,1
"ENSG00000001148",1,0,0,0,4,0
"ENSG00000001149",4,5,4,2,3,4
"ENSG00000001150",32,53,23,113,6,34
"ENSG00000001151",0,2,0,0,0,1
"ENSG00000001152",2,4,0,0,1,0
"ENSG00000001153",83,82,88,36,31,93
"ENSG00000001154",0,0,0,0,0,0
"ENSG00000001155",208,398,270,430,340,622
"ENSG00000001156",1,0,0,0,1,1
"ENSG00000001157",5,9,14,21,7,5
"ENSG00000001158",0,0,1,0,1,0
"ENSG00000001159",2,1,2,1,8,1
"ENSG00000001160",8,2,3,2,4,6
"ENSG00000001161",42,64,25,128,17,48
"ENSG00000001162",3,15,7,10,9,11
"ENSG00000001163",0,0,0,0,0,0
"ENSG00000001164",39,10,24,11,7,26
"ENSG00000001165",0,1,0,1,4,0
"ENSG00000001166",0,0,1,3,0,0
"ENSG00000001167",73,15,43,28,48,47
"ENSG00000001168",0,0,0,0,0,0
"ENSG00000001169",1,1,1,3,2,0
"ENSG00000001170",606,432,441,398,176,352
"ENSG00000001171",52,34,29,43,26,39
"ENSG00000001172",294,178,306,491,240,218
"ENSG00000001173",1,14,1,5,3,4
"ENSG00000001174",100,34,24,20,18,22
"ENSG00000001175",20,29,20,10,19,35
"ENSG00000001176",134,197,118,81,127,79
"ENSG00000001177",2,4,5,19,4,12
"ENSG00000001178",24,20,11,12,14,13
"ENSG00000001179",1,0,0,0,0,2
"ENSG00000001180",4,4,2,0,4,6
"ENSG00000001181",0,0,0,0,1,2
"ENSG00000001182",5,9,7,0,2,4
"ENSG00000001183",0,0,0,0,0,0
"ENSG00000001184",1,0,1,1,3,0
"ENSG00000001185",67,75,29,79,61,58
"ENSG00000001186",280,235,262,277,136,114
"ENSG00000001187",1,5,4,4,5,9
"ENSG00000001188",6,11,17,20,11,9
"ENSG00000001189",267,512,216,438,273,397
"ENSG00000001190",0,1,0,0,0,1
"ENSG00000001191",0,0,0,0,0,0
"ENSG00000001192",2,0,0,2,0,0
"ENSG00000001193",0,0,0,3,0,2
"ENSG00000001194",0,0,0,0,0,0
"ENSG00000001195",0,0,0,0,0,0
"ENSG00000001196",0,0,0,0,0,0
"ENSG00000001197",8,10,10,4,1,1
"ENSG00000001198",0,0,0,0,0,0
"ENSG00000001199",0,0,2,0,2,0
"ENSG00000001200",41,37,38,70,14,22
"ENSG00000001201",62,45,53,69,48,30
"ENSG00000001202",1,3,4,1,5,2
"ENSG00000001203",0,0,0,1,0,0
"ENSG00000001204",3,5,6,5,9,2
"ENSG00000001205",73,124,70,43,34,54
"ENSG00000001206",349,116,41,112,48,156
"ENSG00000001207",0,0,0,0,0,0
"ENSG00000001208",103,258,42,193,103,93
"ENSG00000001209",2,11,3,7,6,12
"ENSG00000001210",56,10,84,46,11,25
"ENSG00000001211",27,41,20,35,6,36
"ENSG00000001212",10,1,6,5,18,10
"ENSG00000001213",20,42,29,57,24,62
"ENSG00000001214",0,0,1,0,0,0
"ENSG00000001215",6,19,21,19,8,18
"ENSG00000001216",0,0,0,1,0,0
"ENSG00000001217",0,0,1,0,1,0
"ENSG00000001218",1,1,1,1,1,1
"ENSG00000001219",0,0,1,5,0,4
"ENSG00000001220",3,0,1,0,0,2
"ENSG00000001221",78,22,23,28,36,98
"ENSG00000001222",2,1,3,0,2,1
"ENSG00000001223",0,0,0,0,0,0
"ENSG00000001224",4,8,2,17,2,1
"ENSG00000001225",0,0,0,0,0,0
"ENSG00000001226",95,195,42,54,101,32
"ENSG00000001227",0,0,0,0,0,0
"ENSG00000001228",0,0,0,2,0,1
"ENSG00000001229",44,50,56,58,33,35
"ENSG00000001230",0,2,0,0,0,1
"ENSG00000001231",1,1,2,0,0,1
"ENSG00000001232",1,1,0,0,1,0
"ENSG00000001233",12,15,25,9,1,16
"ENSG00000001234",0,1,0,2,0,0
"ENSG00000001235",6,28,22,22,2,21
"ENSG00000001236",1,0,0,2,0,0
"ENSG00000001237",14,8,21,8,7,3
"ENSG00000001238",16,15,8,10,3,10
"ENSG00000001239",0,0,0,0,0,0
"ENSG00000001240",255,421,114,173,66,80
"ENSG00000001241",0,1,1,0,2,0
"ENSG00000001242",59,65,43,120,90,137
"ENSG00000001243",315,584,154,216,227,551
"ENSG00000001244",0,0,0,1,1,2
"ENSG00000001245",6,11,4,13,9,25
"ENSG00000001246",56,38,103,101,40,31
"ENSG00000001247",26,28,8,39,18,26
"ENSG00000001248",70,72,83,81,40,94
"ENSG00000001249",0,0,0,0,0,0
"ENSG00000001250",52,76,36,43,24,28
"ENSG00000001251",297,295,269,407,115,289
"ENSG00000001252",120,77,82,51,24,94
"ENSG00000001253",67,81,35,24,23,89
